condition,layer,task_i,task_j,cosine_similarity
no-prompt,24,F0,F3,0.004018817122894419
no-prompt,24,F0,F4,-0.005856795988529018
no-prompt,24,F0,F5,-0.011182829220801315
no-prompt,24,F1,A1,-0.012073523863367496
no-prompt,24,F1,A2,-0.013956239654775939
no-prompt,24,F1,A3,0.003904540823620066
no-prompt,24,F1,F0,-0.06709499984435854
no-prompt,24,F1,F1,0.9999999999833189
no-prompt,24,F1,F2,-0.0008262000302430519
no-prompt,24,F1,F3,0.007061986765392741
no-prompt,24,F1,F4,-0.006018151055063362
no-prompt,24,F1,F5,0.0024075047169794814
no-prompt,24,F2,A1,0.00024195856747388417
no-prompt,24,F2,A2,0.0010046901963153578
no-prompt,24,F2,A3,-0.0036221191074411463
no-prompt,24,F2,F0,0.0105212300778844
no-prompt,24,F2,F1,-0.0008262000302430519
no-prompt,24,F2,F2,0.999999999990787
no-prompt,24,F2,F3,0.010991137189680845
no-prompt,24,F2,F4,-0.008000202889391036
no-prompt,24,F2,F5,0.010586162118139954
no-prompt,24,F3,A1,-0.0007353496823809542
no-prompt,24,F3,A2,-0.010415745854746172
no-prompt,24,F3,A3,0.015101949369065705
no-prompt,24,F3,F0,0.004018817122894419
no-prompt,24,F3,F1,0.007061986765392741
no-prompt,24,F3,F2,0.010991137189680845
no-prompt,24,F3,F3,0.9999999999962262
no-prompt,24,F3,F4,0.13677688867926432
no-prompt,24,F3,F5,0.04176936302411562
no-prompt,24,F4,A1,0.00926012934314396
no-prompt,24,F4,A2,-0.0016342182062545636
no-prompt,24,F4,A3,0.002895804795507409
no-prompt,24,F4,F0,-0.005856795988529018
no-prompt,24,F4,F1,-0.006018151055063362
no-prompt,24,F4,F2,-0.008000202889391036
no-prompt,24,F4,F3,0.13677688867926432
no-prompt,24,F4,F4,0.999999999995186
no-prompt,24,F4,F5,0.14776700953745014
no-prompt,24,F5,A1,0.0002369980429326281
no-prompt,24,F5,A2,-0.0012688880115509775
no-prompt,24,F5,A3,0.005601929932444594
no-prompt,24,F5,F0,-0.011182829220801315
no-prompt,24,F5,F1,0.0024075047169794814
no-prompt,24,F5,F2,0.010586162118139954
no-prompt,24,F5,F3,0.04176936302411562
no-prompt,24,F5,F4,0.14776700953745014
no-prompt,24,F5,F5,0.9999999999955113
no-prompt,25,A1,A1,0.9999999999953149
no-prompt,25,A1,A2,0.04825963332461436
no-prompt,25,A1,A3,0.034702378977664844
no-prompt,25,A1,F0,0.0076857012919507054
no-prompt,25,A1,F1,-0.003971116124480691
no-prompt,25,A1,F2,-0.0005553679944443303
no-prompt,25,A1,F3,-0.004053967755729799
no-prompt,25,A1,F4,0.005124638156049593
no-prompt,25,A1,F5,-0.0012576458268313587
no-prompt,25,A2,A1,0.04825963332461436
no-prompt,25,A2,A2,0.9999999999970896
no-prompt,25,A2,A3,0.04631833613213638
no-prompt,25,A2,F0,0.01399257574471277
no-prompt,25,A2,F1,-0.0016344859281648624
no-prompt,25,A2,F2,0.0077855121751111405
no-prompt,25,A2,F3,-0.009731066429078287
no-prompt,25,A2,F4,-0.009153791449189224
no-prompt,25,A2,F5,-0.0023435954345794032
no-prompt,25,A3,A1,0.034702378977664844
no-prompt,25,A3,A2,0.04631833613213638
no-prompt,25,A3,A3,0.9999999999976392
no-prompt,25,A3,F0,-0.004849423799629388
no-prompt,25,A3,F1,0.010674098810936295
no-prompt,25,A3,F2,-0.009611509192333582
no-prompt,25,A3,F3,0.01312297736442258
no-prompt,25,A3,F4,0.004578520686459771
no-prompt,25,A3,F5,-0.002508643093275826
no-prompt,25,F0,A1,0.0076857012919507054
no-prompt,25,F0,A2,0.01399257574471277
no-prompt,25,F0,A3,-0.004849423799629388
no-prompt,25,F0,F0,0.9999999999869827
no-prompt,25,F0,F1,-0.07850297398503994
no-prompt,25,F0,F2,0.011800263598117314
no-prompt,25,F0,F3,-0.0037180673733910622
no-prompt,25,F0,F4,-0.0030597810661299124
no-prompt,25,F0,F5,-0.016589059822790558
no-prompt,25,F1,A1,-0.003971116124480691
no-prompt,25,F1,A2,-0.0016344859281648624
no-prompt,25,F1,A3,0.010674098810936295
no-prompt,25,F1,F0,-0.07850297398503994
no-prompt,25,F1,F1,0.9999999999815253
no-prompt,25,F1,F2,0.0014338863219164886
no-prompt,25,F1,F3,0.00769029090090578
no-prompt,25,F1,F4,-0.004085597719609911
no-prompt,25,F1,F5,0.003017991301718375
no-prompt,25,F2,A1,-0.0005553679944443303
no-prompt,25,F2,A2,0.0077855121751111405
no-prompt,25,F2,A3,-0.009611509192333582
no-prompt,25,F2,F0,0.011800263598117314
no-prompt,25,F2,F1,0.0014338863219164886
no-prompt,25,F2,F2,0.9999999999895447
no-prompt,25,F2,F3,0.005070142734220556
no-prompt,25,F2,F4,-0.006337985247123355
no-prompt,25,F2,F5,0.003868668696045721
no-prompt,25,F3,A1,-0.004053967755729799
no-prompt,25,F3,A2,-0.009731066429078287
no-prompt,25,F3,A3,0.01312297736442258
no-prompt,25,F3,F0,-0.0037180673733910622
no-prompt,25,F3,F1,0.00769029090090578
no-prompt,25,F3,F2,0.005070142734220556
no-prompt,25,F3,F3,0.9999999999958528
no-prompt,25,F3,F4,0.13286955535858538
no-prompt,25,F3,F5,0.04285668487665111
no-prompt,25,F4,A1,0.005124638156049593
no-prompt,25,F4,A2,-0.009153791449189224
no-prompt,25,F4,A3,0.004578520686459771
no-prompt,25,F4,F0,-0.0030597810661299124
no-prompt,25,F4,F1,-0.004085597719609911
no-prompt,25,F4,F2,-0.006337985247123355
no-prompt,25,F4,F3,0.13286955535858538
no-prompt,25,F4,F4,0.9999999999947922
no-prompt,25,F4,F5,0.13463601254615892
no-prompt,25,F5,A1,-0.0012576458268313587
no-prompt,25,F5,A2,-0.0023435954345794032
no-prompt,25,F5,A3,-0.002508643093275826
no-prompt,25,F5,F0,-0.016589059822790558
no-prompt,25,F5,F1,0.003017991301718375
no-prompt,25,F5,F2,0.003868668696045721
no-prompt,25,F5,F3,0.04285668487665111
no-prompt,25,F5,F4,0.13463601254615892
no-prompt,25,F5,F5,0.9999999999953473
no-prompt,26,A1,A1,0.9999999999949359
no-prompt,26,A1,A2,0.06057123631170293
no-prompt,26,A1,A3,0.03982249907502356
no-prompt,26,A1,F0,0.00132312990920871
no-prompt,26,A1,F1,-0.009152044378793916
no-prompt,26,A1,F2,-0.0005304090703071686
no-prompt,26,A1,F3,0.0010134519696741175
no-prompt,26,A1,F4,0.014459984151107604
no-prompt,26,A1,F5,0.002804228149584164
no-prompt,26,A2,A1,0.06057123631170293
no-prompt,26,A2,A2,0.9999999999969216
no-prompt,26,A2,A3,0.04050836631739568
no-prompt,26,A2,F0,0.015408275203392113
no-prompt,26,A2,F1,-0.003074479350650881
no-prompt,26,A2,F2,-0.004046344176694832
no-prompt,26,A2,F3,-0.011678069125197898
no-prompt,26,A2,F4,-0.012750469266130325
no-prompt,26,A2,F5,0.0021663536866263367
no-prompt,26,A3,A1,0.03982249907502356
no-prompt,26,A3,A2,0.04050836631739568
no-prompt,26,A3,A3,0.9999999999975656
no-prompt,26,A3,F0,-0.0022518706634223123
no-prompt,26,A3,F1,0.0094814929463813
no-prompt,26,A3,F2,-0.010992266368578496
no-prompt,26,A3,F3,0.013055694288258165
no-prompt,26,A3,F4,0.0020193573417074534
no-prompt,26,A3,F5,-0.006872510972558266
no-prompt,26,F0,A1,0.00132312990920871
no-prompt,26,F0,A2,0.015408275203392113
no-prompt,26,F0,A3,-0.0022518706634223123
no-prompt,26,F0,F0,0.9999999999860348
no-prompt,26,F0,F1,-0.08481238307643374
no-prompt,26,F0,F2,0.0015945891224788083
no-prompt,26,F0,F3,0.005539265452698827
no-prompt,26,F0,F4,-0.006542636299728319
no-prompt,26,F0,F5,-0.011654405573523556
no-prompt,26,F1,A1,-0.009152044378793916
no-prompt,26,F1,A2,-0.003074479350650881
no-prompt,26,F1,A3,0.0094814929463813
no-prompt,26,F1,F0,-0.08481238307643374
no-prompt,26,F1,F1,0.9999999999808303
no-prompt,26,F1,F2,-0.003537893034725159
no-prompt,26,F1,F3,0.008052638179344512
no-prompt,26,F1,F4,-0.003588246172968457
no-prompt,26,F1,F5,0.0104220949115845
no-prompt,26,F2,A1,-0.0005304090703071686
no-prompt,26,F2,A2,-0.004046344176694832
no-prompt,26,F2,A3,-0.010992266368578496
no-prompt,26,F2,F0,0.0015945891224788083
no-prompt,26,F2,F1,-0.003537893034725159
no-prompt,26,F2,F2,0.9999999999881849
no-prompt,26,F2,F3,0.003590155175411064
no-prompt,26,F2,F4,0.00039069521951147983
no-prompt,26,F2,F5,0.009945046021665235
no-prompt,26,F3,A1,0.0010134519696741175
no-prompt,26,F3,A2,-0.011678069125197898
no-prompt,26,F3,A3,0.013055694288258165
no-prompt,26,F3,F0,0.005539265452698827
no-prompt,26,F3,F1,0.008052638179344512
no-prompt,26,F3,F2,0.003590155175411064
no-prompt,26,F3,F3,0.9999999999955369
no-prompt,26,F3,F4,0.12587335551784024
no-prompt,26,F3,F5,0.03408216566676893
no-prompt,26,F4,A1,0.014459984151107604
no-prompt,26,F4,A2,-0.012750469266130325
no-prompt,26,F4,A3,0.0020193573417074534
no-prompt,26,F4,F0,-0.006542636299728319
no-prompt,26,F4,F1,-0.003588246172968457
no-prompt,26,F4,F2,0.00039069521951147983
no-prompt,26,F4,F3,0.12587335551784024
no-prompt,26,F4,F4,0.9999999999945767
no-prompt,26,F4,F5,0.12432256750447267
no-prompt,26,F5,A1,0.002804228149584164
no-prompt,26,F5,A2,0.0021663536866263367
no-prompt,26,F5,A3,-0.006872510972558266
no-prompt,26,F5,F0,-0.011654405573523556
no-prompt,26,F5,F1,0.0104220949115845
no-prompt,26,F5,F2,0.009945046021665235
no-prompt,26,F5,F3,0.03408216566676893
no-prompt,26,F5,F4,0.12432256750447267
no-prompt,26,F5,F5,0.9999999999950864
no-prompt,27,A1,A1,0.9999999999946999
no-prompt,27,A1,A2,0.06246775606026825
no-prompt,27,A1,A3,0.03697643166714893
no-prompt,27,A1,F0,-0.00012750620979651102
no-prompt,27,A1,F1,-0.005575381539780604
no-prompt,27,A1,F2,0.002855557558332909
no-prompt,27,A1,F3,-0.007573964898496044
no-prompt,27,A1,F4,0.00046117574524922103
no-prompt,27,A1,F5,0.0003740508585414955
no-prompt,27,A2,A1,0.06246775606026825
no-prompt,27,A2,A2,0.9999999999967664
no-prompt,27,A2,A3,0.04701608868659902
no-prompt,27,A2,F0,0.014140477131868725
no-prompt,27,A2,F1,0.007131662306342782
no-prompt,27,A2,F2,0.0016050257210985346
no-prompt,27,A2,F3,-0.007484610965766417
no-prompt,27,A2,F4,-0.02088094392497352
no-prompt,27,A2,F5,-0.00892360927421082
no-prompt,27,A3,A1,0.03697643166714893
no-prompt,27,A3,A2,0.04701608868659902
no-prompt,27,A3,A3,0.9999999999974309
no-prompt,27,A3,F0,-0.007951630076546106
no-prompt,27,A3,F1,0.01829122214091705
no-prompt,27,A3,F2,-0.013187550142512211
no-prompt,27,A3,F3,0.015149043565089858
no-prompt,27,A3,F4,-0.0068423488991195365
no-prompt,27,A3,F5,-0.004282005125268975
no-prompt,27,F0,A1,-0.00012750620979651102
no-prompt,27,F0,A2,0.014140477131868725
no-prompt,27,F0,A3,-0.007951630076546106
no-prompt,27,F0,F0,0.9999999999850251
no-prompt,27,F0,F1,-0.09793204484442668
no-prompt,27,F0,F2,0.002534829063962365
no-prompt,27,F0,F3,0.0034625608644728756
no-prompt,27,F0,F4,-0.008007368951252838
no-prompt,27,F0,F5,-0.016596085723435405
no-prompt,27,F1,A1,-0.005575381539780604
no-prompt,27,F1,A2,0.007131662306342782
no-prompt,27,F1,A3,0.01829122214091705
no-prompt,27,F1,F0,-0.09793204484442668
no-prompt,27,F1,F1,0.9999999999793306
no-prompt,27,F1,F2,-0.00844344065262184
no-prompt,27,F1,F3,0.0024846833317339716
no-prompt,27,F1,F4,-0.011196886242901603
no-prompt,27,F1,F5,0.01178910500811665
no-prompt,27,F2,A1,0.002855557558332909
no-prompt,27,F2,A2,0.0016050257210985346
no-prompt,27,F2,A3,-0.013187550142512211
no-prompt,27,F2,F0,0.002534829063962365
no-prompt,27,F2,F1,-0.00844344065262184
no-prompt,27,F2,F2,0.9999999999868264
no-prompt,27,F2,F3,0.0017992665552258558
no-prompt,27,F2,F4,-0.009561425351026491
no-prompt,27,F2,F5,0.011862621962144463
no-prompt,27,F3,A1,-0.007573964898496044
no-prompt,27,F3,A2,-0.007484610965766417
no-prompt,27,F3,A3,0.015149043565089858
no-prompt,27,F3,F0,0.0034625608644728756
no-prompt,27,F3,F1,0.0024846833317339716
no-prompt,27,F3,F2,0.0017992665552258558
no-prompt,27,F3,F3,0.9999999999951661
no-prompt,27,F3,F4,0.125381076428892
no-prompt,27,F3,F5,0.019288850123676256
no-prompt,27,F4,A1,0.00046117574524922103
no-prompt,27,F4,A2,-0.02088094392497352
no-prompt,27,F4,A3,-0.0068423488991195365
no-prompt,27,F4,F0,-0.008007368951252838
no-prompt,27,F4,F1,-0.011196886242901603
no-prompt,27,F4,F2,-0.009561425351026491
no-prompt,27,F4,F3,0.125381076428892
no-prompt,27,F4,F4,0.9999999999942786
no-prompt,27,F4,F5,0.11322325717585198
no-prompt,27,F5,A1,0.0003740508585414955
no-prompt,27,F5,A2,-0.00892360927421082
no-prompt,27,F5,A3,-0.004282005125268975
no-prompt,27,F5,F0,-0.016596085723435405
no-prompt,27,F5,F1,0.01178910500811665
no-prompt,27,F5,F2,0.011862621962144463
no-prompt,27,F5,F3,0.019288850123676256
no-prompt,27,F5,F4,0.11322325717585198
no-prompt,27,F5,F5,0.9999999999948107
no-prompt,28,A1,A1,0.999999999994355
no-prompt,28,A1,A2,0.06520234339323887
no-prompt,28,A1,A3,0.0413001059756239
no-prompt,28,A1,F0,0.008991184382590526
no-prompt,28,A1,F1,-0.011340424650707412
no-prompt,28,A1,F2,0.010462934822762995
no-prompt,28,A1,F3,-0.012626825651470336
no-prompt,28,A1,F4,-0.0009587871772190395
no-prompt,28,A1,F5,-0.0076679177371884455
no-prompt,28,A2,A1,0.06520234339323887
no-prompt,28,A2,A2,0.9999999999965293
no-prompt,28,A2,A3,0.054063469587562384
no-prompt,28,A2,F0,0.008905612798293466
no-prompt,28,A2,F1,0.007789670624256856
no-prompt,28,A2,F2,0.006902164281370253
no-prompt,28,A2,F3,-0.007440661549766909
no-prompt,28,A2,F4,-0.017488253487300032
no-prompt,28,A2,F5,-0.014663994042190152
no-prompt,28,A3,A1,0.0413001059756239
no-prompt,28,A3,A2,0.054063469587562384
no-prompt,28,A3,A3,0.9999999999971995
no-prompt,28,A3,F0,-0.004911205819428393
no-prompt,28,A3,F1,0.01379434795101179
no-prompt,28,A3,F2,-0.009746290113318403
no-prompt,28,A3,F3,0.009316685940130636
no-prompt,28,A3,F4,-0.0065432157815163644
no-prompt,28,A3,F5,-0.0043704363871977054
no-prompt,28,F0,A1,0.008991184382590526
no-prompt,28,F0,A2,0.008905612798293466
no-prompt,28,F0,A3,-0.004911205819428393
no-prompt,28,F0,F0,0.9999999999841024
no-prompt,28,F0,F1,-0.10503976859118906
no-prompt,28,F0,F2,0.015823929711080282
no-prompt,28,F0,F3,2.0019434388038593e-05
no-prompt,28,F0,F4,0.001632725794938939
no-prompt,28,F0,F5,-0.014203282616934033
no-prompt,28,F1,A1,-0.011340424650707412
no-prompt,28,F1,A2,0.007789670624256856
no-prompt,28,F1,A3,0.01379434795101179
no-prompt,28,F1,F0,-0.10503976859118906
no-prompt,28,F1,F1,0.9999999999780942
no-prompt,28,F1,F2,-0.010876731841419192
no-prompt,28,F1,F3,0.0032796016605729284
no-prompt,28,F1,F4,-0.01087322617616538
no-prompt,28,F1,F5,0.014304227187766607
no-prompt,28,F2,A1,0.010462934822762995
no-prompt,28,F2,A2,0.006902164281370253
no-prompt,28,F2,A3,-0.009746290113318403
no-prompt,28,F2,F0,0.015823929711080282
no-prompt,28,F2,F1,-0.010876731841419192
no-prompt,28,F2,F2,0.9999999999853294
no-prompt,28,F2,F3,0.0007962391050902662
no-prompt,28,F2,F4,-0.0012527638757451837
no-prompt,28,F2,F5,0.01215098928605067
no-prompt,28,F3,A1,-0.012626825651470336
no-prompt,28,F3,A2,-0.007440661549766909
no-prompt,28,F3,A3,0.009316685940130636
no-prompt,28,F3,F0,2.0019434388038593e-05
no-prompt,28,F3,F1,0.0032796016605729284
no-prompt,28,F3,F2,0.0007962391050902662
no-prompt,28,F3,F3,0.9999999999946888
no-prompt,28,F3,F4,0.11953514306690718
no-prompt,28,F3,F5,0.01697539868365882
no-prompt,28,F4,A1,-0.0009587871772190395
no-prompt,28,F4,A2,-0.017488253487300032
no-prompt,28,F4,A3,-0.0065432157815163644
no-prompt,28,F4,F0,0.001632725794938939
no-prompt,28,F4,F1,-0.01087322617616538
no-prompt,28,F4,F2,-0.0012527638757451837
no-prompt,28,F4,F3,0.11953514306690718
no-prompt,28,F4,F4,0.9999999999939112
no-prompt,28,F4,F5,0.10820090959852935
no-prompt,28,F5,A1,-0.0076679177371884455
no-prompt,28,F5,A2,-0.014663994042190152
no-prompt,28,F5,A3,-0.0043704363871977054
no-prompt,28,F5,F0,-0.014203282616934033
no-prompt,28,F5,F1,0.014304227187766607
no-prompt,28,F5,F2,0.01215098928605067
no-prompt,28,F5,F3,0.01697539868365882
no-prompt,28,F5,F4,0.10820090959852935
no-prompt,28,F5,F5,0.9999999999945755
no-prompt,29,A1,A1,0.999999999993988
no-prompt,29,A1,A2,0.06554321969282352
no-prompt,29,A1,A3,0.03536374702753439
no-prompt,29,A1,F0,0.0025932800398525625
no-prompt,29,A1,F1,-0.0033015517550793894
no-prompt,29,A1,F2,0.009987643409787068
no-prompt,29,A1,F3,-0.012927500160750087
no-prompt,29,A1,F4,-0.0036549790086187976
no-prompt,29,A1,F5,-0.006988717769825149
no-prompt,29,A2,A1,0.06554321969282352
no-prompt,29,A2,A2,0.9999999999963158
no-prompt,29,A2,A3,0.05515565960000959
no-prompt,29,A2,F0,0.0154004568948816
no-prompt,29,A2,F1,-0.003127756029353123
no-prompt,29,A2,F2,0.002516073147754153
no-prompt,29,A2,F3,-0.011534285483175933
no-prompt,29,A2,F4,-0.017705681682983754
no-prompt,29,A2,F5,-0.007481739732169604
no-prompt,29,A3,A1,0.03536374702753439
no-prompt,29,A3,A2,0.05515565960000959
no-prompt,29,A3,A3,0.9999999999970018
no-prompt,29,A3,F0,4.303614375302417e-05
no-prompt,29,A3,F1,0.01566433256662968
no-prompt,29,A3,F2,-0.011500462443421526
no-prompt,29,A3,F3,0.008718998984391648
no-prompt,29,A3,F4,0.0055590219203118674
no-prompt,29,A3,F5,-0.008703252670220525
no-prompt,29,F0,A1,0.0025932800398525625
no-prompt,29,F0,A2,0.0154004568948816
no-prompt,29,F0,A3,4.303614375302417e-05
no-prompt,29,F0,F0,0.9999999999823335
no-prompt,29,F0,F1,-0.11705056711812556
no-prompt,29,F0,F2,0.015639125933235985
no-prompt,29,F0,F3,-0.0026641226782552724
no-prompt,29,F0,F4,0.007406888367953635
no-prompt,29,F0,F5,0.0030482792653037513
no-prompt,29,F1,A1,-0.0033015517550793894
no-prompt,29,F1,A2,-0.003127756029353123
no-prompt,29,F1,A3,0.01566433256662968
no-prompt,29,F1,F0,-0.11705056711812556
no-prompt,29,F1,F1,0.9999999999764146
no-prompt,29,F1,F2,-0.025962217667891564
no-prompt,29,F1,F3,-0.004677435344185252
no-prompt,29,F1,F4,-0.016334929871954295
no-prompt,29,F1,F5,0.0139651996584613
no-prompt,29,F2,A1,0.009987643409787068
no-prompt,29,F2,A2,0.002516073147754153
no-prompt,29,F2,A3,-0.011500462443421526
no-prompt,29,F2,F0,0.015639125933235985
no-prompt,29,F2,F1,-0.025962217667891564
no-prompt,29,F2,F2,0.9999999999834663
no-prompt,29,F2,F3,-0.0001749651587072326
no-prompt,29,F2,F4,0.005638886626295607
no-prompt,29,F2,F5,0.013314909617240862
no-prompt,29,F3,A1,-0.012927500160750087
no-prompt,29,F3,A2,-0.011534285483175933
no-prompt,29,F3,A3,0.008718998984391648
no-prompt,29,F3,F0,-0.0026641226782552724
no-prompt,29,F3,F1,-0.004677435344185252
no-prompt,29,F3,F2,-0.0001749651587072326
no-prompt,29,F3,F3,0.9999999999941704
no-prompt,29,F3,F4,0.10722625870780447
no-prompt,29,F3,F5,0.01774902157000288
no-prompt,29,F4,A1,-0.0036549790086187976
no-prompt,29,F4,A2,-0.017705681682983754
no-prompt,29,F4,A3,0.0055590219203118674
no-prompt,29,F4,F0,0.007406888367953635
no-prompt,29,F4,F1,-0.016334929871954295
no-prompt,29,F4,F2,0.005638886626295607
no-prompt,29,F4,F3,0.10722625870780447
no-prompt,29,F4,F4,0.999999999993517
no-prompt,29,F4,F5,0.09828373019977857
no-prompt,29,F5,A1,-0.006988717769825149
no-prompt,29,F5,A2,-0.007481739732169604
no-prompt,29,F5,A3,-0.008703252670220525
no-prompt,29,F5,F0,0.0030482792653037513
no-prompt,29,F5,F1,0.0139651996584613
no-prompt,29,F5,F2,0.013314909617240862
no-prompt,29,F5,F3,0.01774902157000288
no-prompt,29,F5,F4,0.09828373019977857
no-prompt,29,F5,F5,0.9999999999942607
no-prompt,30,A1,A1,0.9999999999919477
no-prompt,30,A1,A2,0.04612233707769335
no-prompt,30,A1,A3,0.03314207469937508
no-prompt,30,A1,F0,-0.011017140842487953
no-prompt,30,A1,F1,-0.00944399822479695
no-prompt,30,A1,F2,0.016703713136862038
no-prompt,30,A1,F3,-0.0027339310344123785
no-prompt,30,A1,F4,-2.7950687843550904e-05
no-prompt,30,A1,F5,-0.002724341762776324
no-prompt,30,A2,A1,0.04612233707769335
no-prompt,30,A2,A2,0.9999999999958982
no-prompt,30,A2,A3,0.044039408328606956
no-prompt,30,A2,F0,0.011381469728125555
no-prompt,30,A2,F1,-0.0030200011120341385
no-prompt,30,A2,F2,0.004344019751664654
no-prompt,30,A2,F3,-0.0011584182104867646
no-prompt,30,A2,F4,-0.016761767971974133
no-prompt,30,A2,F5,0.003284735137586425
no-prompt,30,A3,A1,0.03314207469937508
no-prompt,30,A3,A2,0.044039408328606956
no-prompt,30,A3,A3,0.9999999999966529
no-prompt,30,A3,F0,0.0010185882751950893
no-prompt,30,A3,F1,0.013568028150375906
no-prompt,30,A3,F2,-0.016119979617113388
no-prompt,30,A3,F3,0.011327166540618215
no-prompt,30,A3,F4,0.01065931519627695
no-prompt,30,A3,F5,-0.00885774482897269
no-prompt,30,F0,A1,-0.011017140842487953
no-prompt,30,F0,A2,0.011381469728125555
no-prompt,30,F0,A3,0.0010185882751950893
no-prompt,30,F0,F0,0.9999999999800412
no-prompt,30,F0,F1,-0.11939825642545024
no-prompt,30,F0,F2,0.020247435248637945
no-prompt,30,F0,F3,-0.0038766141414520727
no-prompt,30,F0,F4,0.008396604792543439
no-prompt,30,F0,F5,0.018148894573470194
no-prompt,30,F1,A1,-0.00944399822479695
no-prompt,30,F1,A2,-0.0030200011120341385
no-prompt,30,F1,A3,0.013568028150375906
no-prompt,30,F1,F0,-0.11939825642545024
no-prompt,30,F1,F1,0.9999999999734542
no-prompt,30,F1,F2,-0.03256183334266962
no-prompt,30,F1,F3,-0.008023759767493166
no-prompt,30,F1,F4,-0.01927785236462406
no-prompt,30,F1,F5,0.01184396411427374
no-prompt,30,F2,A1,0.016703713136862038
no-prompt,30,F2,A2,0.004344019751664654
no-prompt,30,F2,A3,-0.016119979617113388
no-prompt,30,F2,F0,0.020247435248637945
no-prompt,30,F2,F1,-0.03256183334266962
no-prompt,30,F2,F2,0.9999999999819924
no-prompt,30,F2,F3,0.002795536726046634
no-prompt,30,F2,F4,-0.0070843816882714935
no-prompt,30,F2,F5,0.008508818234883208
no-prompt,30,F3,A1,-0.0027339310344123785
no-prompt,30,F3,A2,-0.0011584182104867646
no-prompt,30,F3,A3,0.011327166540618215
no-prompt,30,F3,F0,-0.0038766141414520727
no-prompt,30,F3,F1,-0.008023759767493166
no-prompt,30,F3,F2,0.002795536726046634
no-prompt,30,F3,F3,0.9999999999933838
no-prompt,30,F3,F4,0.10172868677328475
no-prompt,30,F3,F5,0.025135717822818444
no-prompt,30,F4,A1,-2.7950687843550904e-05
no-prompt,30,F4,A2,-0.016761767971974133
no-prompt,30,F4,A3,0.01065931519627695
no-prompt,30,F4,F0,0.008396604792543439
no-prompt,30,F4,F1,-0.01927785236462406
no-prompt,30,F4,F2,-0.0070843816882714935
no-prompt,30,F4,F3,0.10172868677328475
no-prompt,30,F4,F4,0.9999999999928398
no-prompt,30,F4,F5,0.09777221418528466
no-prompt,30,F5,A1,-0.002724341762776324
no-prompt,30,F5,A2,0.003284735137586425
no-prompt,30,F5,A3,-0.00885774482897269
no-prompt,30,F5,F0,0.018148894573470194
no-prompt,30,F5,F1,0.01184396411427374
