statement,label,countries,cities,stated_k1,stated_k2,actual_k1,actual_k2
"Exactly 3 of the following cities are in Ukraine and 1 in Brazil: Kaduna, Sevastopol, Juiz de Fora, Kisangani, Porto Alegre, Kharkiv.",0,"('Ukraine', 'Brazil')","('Juiz de Fora', 'Kaduna', 'Kharkiv', 'Kisangani', 'Porto Alegre', 'Sevastopol')",3,1,2,2
"Exactly 3 of the following cities are in North Korea and 3 in Russia: Antalya, Hamhung, Laiwu, Tyumen, Ho Chi Minh City, Santo Domingo Oeste.",0,"('North Korea', 'Russia')","('Antalya', 'Hamhung', 'Ho Chi Minh City', 'Laiwu', 'Santo Domingo Oeste', 'Tyumen')",3,3,1,1
"Exactly 5 of the following cities are in Morocco and 1 in Norway: Oujda, Meknes, Tangier, Fes, Agadir, Oslo.",1,"('Morocco', 'Norway')","('Agadir', 'Fes', 'Meknes', 'Oslo', 'Oujda', 'Tangier')",5,1,5,1
"Exactly 5 of the following cities are in Colombia and 1 in Somalia: Ibague, Mogadishu, Barranquilla, Cucuta, Bucaramanga, Soacha.",1,"('Colombia', 'Somalia')","('Barranquilla', 'Bucaramanga', 'Cucuta', 'Ibague', 'Mogadishu', 'Soacha')",5,1,5,1
"Exactly 2 of the following cities are in Guinea and 1 in Senegal: Conakry, Lusaka, Camayenne, Sulaymaniyah, Lome, Pikine.",1,"('Guinea', 'Senegal')","('Camayenne', 'Conakry', 'Lome', 'Lusaka', 'Pikine', 'Sulaymaniyah')",2,1,2,1
"Exactly 4 of the following cities are in Algeria and 1 in Kenya: Algiers, Penza, Denpasar, Zhu Cheng City, Guarulhos, Mombasa.",0,"('Algeria', 'Kenya')","('Algiers', 'Denpasar', 'Guarulhos', 'Mombasa', 'Penza', 'Zhu Cheng City')",4,1,1,1
"Exactly 2 of the following cities are in Nicaragua and 3 in Mexico: Aguascalientes, Rajshahi, Zapopan, Sanming, Managua, Guigang.",0,"('Nicaragua', 'Mexico')","('Aguascalientes', 'Guigang', 'Managua', 'Rajshahi', 'Sanming', 'Zapopan')",2,3,1,2
"Exactly 2 of the following cities are in Bangladesh and 3 in Argentina: San Miguel de Tucuman, Rangpur, Salta, Mohammadpur, Mar del Plata, Huaihua.",1,"('Bangladesh', 'Argentina')","('Huaihua', 'Mar del Plata', 'Mohammadpur', 'Rangpur', 'Salta', 'San Miguel de Tucuman')",2,3,2,3
"Exactly 1 of the following cities are in Bosnia and Herzegovina and 2 in South Africa: Sarajevo, Durban, Muscat, Soweto, Pasir Gudang, Soshanguve.",0,"('Bosnia and Herzegovina', 'South Africa')","('Durban', 'Muscat', 'Pasir Gudang', 'Sarajevo', 'Soshanguve', 'Soweto')",1,2,1,3
"Exactly 1 of the following cities are in Uzbekistan and 5 in Lithuania: Andijon, Namangan, Samarkand, Santiago de los Caballeros, Vilnius, Tashkent.",0,"('Uzbekistan', 'Lithuania')","('Andijon', 'Namangan', 'Samarkand', 'Santiago de los Caballeros', 'Tashkent', 'Vilnius')",1,5,4,1
"Exactly 1 of the following cities are in France and 5 in Turkey: Lyon, UEskuedar, Izmir, Mersin, Esenler, Gaziantep.",1,"('France', 'Turkey')","('Esenler', 'Gaziantep', 'Izmir', 'Lyon', 'Mersin', 'UEskuedar')",1,5,1,5
"Exactly 3 of the following cities are in Pakistan and 1 in Burkina Faso: Huaihua, Bobo-Dioulasso, Islamabad, Khabarovsk, Xinyang, Faisalabad.",0,"('Pakistan', 'Burkina Faso')","('Bobo-Dioulasso', 'Faisalabad', 'Huaihua', 'Islamabad', 'Khabarovsk', 'Xinyang')",3,1,2,1
"Exactly 4 of the following cities are in Sudan and 1 in Lithuania: Kozhikode, Khartoum, Khartoum North, Vilnius, Nyala, Omdurman.",1,"('Sudan', 'Lithuania')","('Khartoum', 'Khartoum North', 'Kozhikode', 'Nyala', 'Omdurman', 'Vilnius')",4,1,4,1
"Exactly 1 of the following cities are in Haiti and 2 in Romania: Rasapudipalem, Utsunomiya, Orumiyeh, Bucharest, UEruemqi, Port-au-Prince.",0,"('Haiti', 'Romania')","('Bucharest', 'Orumiyeh', 'Port-au-Prince', 'Rasapudipalem', 'UEruemqi', 'Utsunomiya')",1,2,1,1
"Exactly 4 of the following cities are in Japan and 1 in Zambia: Kobe, Ndola, Hachioji, Kitwe, Okayama, Lusaka.",0,"('Japan', 'Zambia')","('Hachioji', 'Kitwe', 'Kobe', 'Lusaka', 'Ndola', 'Okayama')",4,1,3,3
"Exactly 2 of the following cities are in Ukraine and 1 in Zambia: Sevastopol, Odesa, Kryvyy Rih, Lusaka, Kitwe, Ndola.",0,"('Ukraine', 'Zambia')","('Kitwe', 'Kryvyy Rih', 'Lusaka', 'Ndola', 'Odesa', 'Sevastopol')",2,1,3,3
"Exactly 1 of the following cities are in Madagascar and 3 in Sudan: Owerri, Antananarivo, Bucaramanga, Nyala, Omdurman, Khartoum.",1,"('Madagascar', 'Sudan')","('Antananarivo', 'Bucaramanga', 'Khartoum', 'Nyala', 'Omdurman', 'Owerri')",1,3,1,3
"Exactly 1 of the following cities are in the Philippines and 4 in Canada: Mississauga, Quebec, Davao, Dehradun, Calgary, Winnipeg.",1,"('the Philippines', 'Canada')","('Calgary', 'Davao', 'Dehradun', 'Mississauga', 'Quebec', 'Winnipeg')",1,4,1,4
"Exactly 4 of the following cities are in Kenya and 2 in Lebanon: Ra's Bayrut, Beirut, Nakuru, Mombasa, Kakamega, Nairobi.",1,"('Kenya', 'Lebanon')","('Beirut', 'Kakamega', 'Mombasa', 'Nairobi', 'Nakuru', ""Ra's Bayrut"")",4,2,4,2
"Exactly 3 of the following cities are in Jordan and 2 in Senegal: Irbid, General Santos, Dakar, Amman, Pikine, Zarqa.",1,"('Jordan', 'Senegal')","('Amman', 'Dakar', 'General Santos', 'Irbid', 'Pikine', 'Zarqa')",3,2,3,2
"Exactly 1 of the following cities are in Malaysia and 3 in Mozambique: Esenyurt, Pasir Gudang, Baise, Matola, Mississauga, Kota Kuala Muda.",0,"('Malaysia', 'Mozambique')","('Baise', 'Esenyurt', 'Kota Kuala Muda', 'Matola', 'Mississauga', 'Pasir Gudang')",1,3,2,1
"Exactly 2 of the following cities are in Nepal and 4 in Brazil: Joao Pessoa, Pokhara, Brasilia, Londrina, Recife, Kathmandu.",1,"('Nepal', 'Brazil')","('Brasilia', 'Joao Pessoa', 'Kathmandu', 'Londrina', 'Pokhara', 'Recife')",2,4,2,4
"Exactly 2 of the following cities are in Vietnam and 1 in Uzbekistan: Andijon, Indore, Shantou, Mirpur Model Thana, Ho Chi Minh City, Can Tho.",1,"('Vietnam', 'Uzbekistan')","('Andijon', 'Can Tho', 'Ho Chi Minh City', 'Indore', 'Mirpur Model Thana', 'Shantou')",2,1,2,1
"Exactly 2 of the following cities are in France and 1 in South Africa: Gqeberha, Thembisa, Soshanguve, Marseille, Benoni, Bloemfontein.",0,"('France', 'South Africa')","('Benoni', 'Bloemfontein', 'Gqeberha', 'Marseille', 'Soshanguve', 'Thembisa')",2,1,1,5
"Exactly 3 of the following cities are in Ukraine and 3 in Venezuela: Lviv, Sevastopol, Caracas, Barquisimeto, Ciudad Guayana, Odesa.",1,"('Ukraine', 'Venezuela')","('Barquisimeto', 'Caracas', 'Ciudad Guayana', 'Lviv', 'Odesa', 'Sevastopol')",3,3,3,3
"Exactly 2 of the following cities are in China and 2 in Nepal: Kaifeng, Pokhara, Bandar Lampung, Kathmandu, Rizhao, Incheon.",1,"('China', 'Nepal')","('Bandar Lampung', 'Incheon', 'Kaifeng', 'Kathmandu', 'Pokhara', 'Rizhao')",2,2,2,2
"Exactly 2 of the following cities are in Malaysia and 4 in the Philippines: Malingao, Cagayan de Oro, Ipoh, Subang Jaya, Cebu City, Taguig.",1,"('Malaysia', 'the Philippines')","('Cagayan de Oro', 'Cebu City', 'Ipoh', 'Malingao', 'Subang Jaya', 'Taguig')",2,4,2,4
"Exactly 2 of the following cities are in Senegal and 4 in Uzbekistan: Andijon, Tashkent, Pikine, Dakar, Samarkand, Namangan.",1,"('Senegal', 'Uzbekistan')","('Andijon', 'Dakar', 'Namangan', 'Pikine', 'Samarkand', 'Tashkent')",2,4,2,4
"Exactly 2 of the following cities are in China and 2 in Myanmar: Cebu City, Osaka, Bujumbura, Indore, Mandalay, Songjiang.",0,"('China', 'Myanmar')","('Bujumbura', 'Cebu City', 'Indore', 'Mandalay', 'Osaka', 'Songjiang')",2,2,1,1
"Exactly 2 of the following cities are in Mozambique and 1 in Gabon: Libreville, Albuquerque, Meknes, Bhilai, Kobe, Nampula.",0,"('Mozambique', 'Gabon')","('Albuquerque', 'Bhilai', 'Kobe', 'Libreville', 'Meknes', 'Nampula')",2,1,1,1
"Exactly 3 of the following cities are in Mauritania and 1 in Angola: Lubango, Kikolo, Benguela, Mulenvos, Rio de Janeiro, Nouakchott.",0,"('Mauritania', 'Angola')","('Benguela', 'Kikolo', 'Lubango', 'Mulenvos', 'Nouakchott', 'Rio de Janeiro')",3,1,1,4
"Exactly 1 of the following cities are in Honduras and 5 in Bosnia and Herzegovina: Tegucigalpa, Borivli, Dortmund, San Pedro Sula, Mexicali, Sarajevo.",0,"('Honduras', 'Bosnia and Herzegovina')","('Borivli', 'Dortmund', 'Mexicali', 'San Pedro Sula', 'Sarajevo', 'Tegucigalpa')",1,5,2,1
"Exactly 5 of the following cities are in Iran and 1 in Hungary: Kananga, Arak, Pest, Kunming, Siping, Budapest.",0,"('Iran', 'Hungary')","('Arak', 'Budapest', 'Kananga', 'Kunming', 'Pest', 'Siping')",5,1,1,2
"Exactly 3 of the following cities are in Peru and 3 in Zimbabwe: Goyang-si, Arequipa, Callao, Bulawayo, Harare, San Miguel de Tucuman.",0,"('Peru', 'Zimbabwe')","('Arequipa', 'Bulawayo', 'Callao', 'Goyang-si', 'Harare', 'San Miguel de Tucuman')",3,3,2,2
"Exactly 3 of the following cities are in Argentina and 2 in Vietnam: San Miguel de Tucuman, The Bronx, Vinh, Salta, Haiphong, Mar del Plata.",1,"('Argentina', 'Vietnam')","('Haiphong', 'Mar del Plata', 'Salta', 'San Miguel de Tucuman', 'The Bronx', 'Vinh')",3,2,3,2
"Exactly 5 of the following cities are in Egypt and 1 in Vietnam: Can Tho, Suez, Giza, Bien Hoa, Balikpapan, Thu GJuc.",0,"('Egypt', 'Vietnam')","('Balikpapan', 'Bien Hoa', 'Can Tho', 'Giza', 'Suez', 'Thu GJuc')",5,1,2,3
"Exactly 1 of the following cities are in Hungary and 2 in Uzbekistan: Erode, Samarkand, Rizhao, Namangan, Pest, Laiwu.",1,"('Hungary', 'Uzbekistan')","('Erode', 'Laiwu', 'Namangan', 'Pest', 'Rizhao', 'Samarkand')",1,2,1,2
"Exactly 1 of the following cities are in Bulgaria and 1 in Yemen: Antalya, Seongnam-si, Pokhara, Isfahan, Mukalla, Sofia.",1,"('Bulgaria', 'Yemen')","('Antalya', 'Isfahan', 'Mukalla', 'Pokhara', 'Seongnam-si', 'Sofia')",1,1,1,1
"Exactly 4 of the following cities are in Guinea and 1 in South Africa: Pretoria, Cape Town, Bloemfontein, Camayenne, Conakry, Pietermaritzburg.",0,"('Guinea', 'South Africa')","('Bloemfontein', 'Camayenne', 'Cape Town', 'Conakry', 'Pietermaritzburg', 'Pretoria')",4,1,2,4
"Exactly 1 of the following cities are in Cuba and 2 in Belarus: Shantou, Zhanjiang, Santiago de Cuba, Minsk, Zibo, Homyel'.",1,"('Cuba', 'Belarus')","(""Homyel'"", 'Minsk', 'Santiago de Cuba', 'Shantou', 'Zhanjiang', 'Zibo')",1,2,1,2
"Exactly 1 of the following cities are in Belarus and 2 in Bangladesh: Indianapolis, Pallabi, Minsk, Torreon, Comilla, Ananindeua.",1,"('Belarus', 'Bangladesh')","('Ananindeua', 'Comilla', 'Indianapolis', 'Minsk', 'Pallabi', 'Torreon')",1,2,1,2
"Exactly 1 of the following cities are in the Dominican Republic and 2 in Vietnam: Basrah, Hachioji, Da Nang, Santiago de los Caballeros, Qui Nhon, Mumbai.",1,"('the Dominican Republic', 'Vietnam')","('Basrah', 'Da Nang', 'Hachioji', 'Mumbai', 'Qui Nhon', 'Santiago de los Caballeros')",1,2,1,2
"Exactly 1 of the following cities are in Malawi and 4 in Sudan: Khartoum, Lilongwe, Khartoum North, Nyala, Kaifeng, Omdurman.",1,"('Malawi', 'Sudan')","('Kaifeng', 'Khartoum', 'Khartoum North', 'Lilongwe', 'Nyala', 'Omdurman')",1,4,1,4
"Exactly 2 of the following cities are in Brazil and 1 in South Korea: Aparecida de Goiania, Busan, San Luis Potosi, Utsunomiya, Pretoria, Ribeirao Preto.",1,"('Brazil', 'South Korea')","('Aparecida de Goiania', 'Busan', 'Pretoria', 'Ribeirao Preto', 'San Luis Potosi', 'Utsunomiya')",2,1,2,1
"Exactly 1 of the following cities are in India and 2 in Bangladesh: Bhopal, Ulhasnagar, Chennai, Bilimora, Erode, Mohammadpur.",0,"('India', 'Bangladesh')","('Bhopal', 'Bilimora', 'Chennai', 'Erode', 'Mohammadpur', 'Ulhasnagar')",1,2,5,1
"Exactly 1 of the following cities are in Venezuela and 5 in China: Dongying, Ciudad Guayana, Irbid, Benxi, Koeln, Xuancheng.",0,"('Venezuela', 'China')","('Benxi', 'Ciudad Guayana', 'Dongying', 'Irbid', 'Koeln', 'Xuancheng')",1,5,1,3
"Exactly 1 of the following cities are in Benin and 1 in Senegal: Cho Lon, Budta, Al Basrah al Qadimah, Zhoushan, Dakar, Cotonou.",1,"('Benin', 'Senegal')","('Al Basrah al Qadimah', 'Budta', 'Cho Lon', 'Cotonou', 'Dakar', 'Zhoushan')",1,1,1,1
"Exactly 2 of the following cities are in Kazakhstan and 1 in India: Kallakurichi, Tokyo, Erode, Aktobe, Huaihua, Madurai.",0,"('Kazakhstan', 'India')","('Aktobe', 'Erode', 'Huaihua', 'Kallakurichi', 'Madurai', 'Tokyo')",2,1,1,3
"Exactly 2 of the following cities are in Argentina and 3 in Russia: Rostov-on-Don, Chennai, Mar del Plata, Salta, Perm, San Miguel de Tucuman.",0,"('Argentina', 'Russia')","('Chennai', 'Mar del Plata', 'Perm', 'Rostov-on-Don', 'Salta', 'San Miguel de Tucuman')",2,3,3,2
"Exactly 2 of the following cities are in Romania and 2 in the Democratic Republic of the Congo: Kananga, Kinshasa, Bucharest, Mbuji-Mayi, Yaroslavl, Bukavu.",0,"('Romania', 'the Democratic Republic of the Congo')","('Bucharest', 'Bukavu', 'Kananga', 'Kinshasa', 'Mbuji-Mayi', 'Yaroslavl')",2,2,1,4
"Exactly 2 of the following cities are in Pakistan and 4 in Jordan: Chunian, Zarqa, Niigata, Irbid, Battagram, Amman.",0,"('Pakistan', 'Jordan')","('Amman', 'Battagram', 'Chunian', 'Irbid', 'Niigata', 'Zarqa')",2,4,2,3
"Exactly 1 of the following cities are in Belarus and 3 in Egypt: Homyel', Al Fayyum, Port Said, Giza, Ilorin, Shubra al Khaymah.",0,"('Belarus', 'Egypt')","('Al Fayyum', 'Giza', ""Homyel'"", 'Ilorin', 'Port Said', 'Shubra al Khaymah')",1,3,1,4
"Exactly 4 of the following cities are in the Philippines and 2 in South Africa: Moradabad, Chongming, Changchun, Bloemfontein, Las Pinas, Soshanguve.",0,"('the Philippines', 'South Africa')","('Bloemfontein', 'Changchun', 'Chongming', 'Las Pinas', 'Moradabad', 'Soshanguve')",4,2,1,2
"Exactly 4 of the following cities are in Jamaica and 2 in Ukraine: Pretoria, Sevastopol, Tlalpan, Kharkiv, New Kingston, Dnipro.",0,"('Jamaica', 'Ukraine')","('Dnipro', 'Kharkiv', 'New Kingston', 'Pretoria', 'Sevastopol', 'Tlalpan')",4,2,1,3
"Exactly 4 of the following cities are in Myanmar and 1 in Rwanda: Yangon, Nay Pyi Taw, Kigali, Cankaya, Hlaingthaya, Mandalay.",1,"('Myanmar', 'Rwanda')","('Cankaya', 'Hlaingthaya', 'Kigali', 'Mandalay', 'Nay Pyi Taw', 'Yangon')",4,1,4,1
"Exactly 5 of the following cities are in Togo and 1 in Côte d'Ivoire: Lome, Bouake, Kigali, Abeokuta, Juiz de Fora, Jos.",0,"('Togo', ""Côte d'Ivoire"")","('Abeokuta', 'Bouake', 'Jos', 'Juiz de Fora', 'Kigali', 'Lome')",5,1,1,1
"Exactly 2 of the following cities are in Jordan and 3 in Egypt: Port Said, Madinat an Nasr, Irbid, Al Mahallah al Kubra, Amman, Lahore.",1,"('Jordan', 'Egypt')","('Al Mahallah al Kubra', 'Amman', 'Irbid', 'Lahore', 'Madinat an Nasr', 'Port Said')",2,3,2,3
"Exactly 2 of the following cities are in Japan and 2 in Ecuador: Lubumbashi, Guayaquil, Pune, Hachioji, Kumamoto, Quito.",1,"('Japan', 'Ecuador')","('Guayaquil', 'Hachioji', 'Kumamoto', 'Lubumbashi', 'Pune', 'Quito')",2,2,2,2
"Exactly 3 of the following cities are in Vietnam and 1 in Madagascar: Binh Thanh, Antananarivo, Can Tho, Da Nang, Vinh, Haiphong.",0,"('Vietnam', 'Madagascar')","('Antananarivo', 'Binh Thanh', 'Can Tho', 'Da Nang', 'Haiphong', 'Vinh')",3,1,5,1
"Exactly 2 of the following cities are in Tanzania and 2 in Myanmar: Yangon, Kaifeng, Nay Pyi Taw, Dar es Salaam, Zanzibar, Chattogram.",1,"('Tanzania', 'Myanmar')","('Chattogram', 'Dar es Salaam', 'Kaifeng', 'Nay Pyi Taw', 'Yangon', 'Zanzibar')",2,2,2,2
"Exactly 1 of the following cities are in Tanzania and 1 in South Korea: Seongnam-si, Cheonan, Mbeya, Zanzibar, Anyang-si, Hwaseong-si.",0,"('Tanzania', 'South Korea')","('Anyang-si', 'Cheonan', 'Hwaseong-si', 'Mbeya', 'Seongnam-si', 'Zanzibar')",1,1,2,4
"Exactly 1 of the following cities are in India and 2 in North Korea: Pyongyang, Thiruvananthapuram, Hamhung, Kozhikode, Amritsar, Mysuru.",0,"('India', 'North Korea')","('Amritsar', 'Hamhung', 'Kozhikode', 'Mysuru', 'Pyongyang', 'Thiruvananthapuram')",1,2,4,2
"Exactly 5 of the following cities are in India and 1 in Russia: Indore, Mumbai, Cucuta, Ryazan', Perm, Jambi City.",0,"('India', 'Russia')","('Cucuta', 'Indore', 'Jambi City', 'Mumbai', 'Perm', ""Ryazan'"")",5,1,2,2
"Exactly 1 of the following cities are in North Korea and 3 in Poland: Lodz, Yangpu, Hamhung, Pyongyang, Ciudad Nezahualcoyotl, Guangzhou.",0,"('North Korea', 'Poland')","('Ciudad Nezahualcoyotl', 'Guangzhou', 'Hamhung', 'Lodz', 'Pyongyang', 'Yangpu')",1,3,2,1
"Exactly 4 of the following cities are in Myanmar and 1 in Japan: Suginami, Hachioji, Kagoshima, Nay Pyi Taw, Kyoto, Mandalay.",0,"('Myanmar', 'Japan')","('Hachioji', 'Kagoshima', 'Kyoto', 'Mandalay', 'Nay Pyi Taw', 'Suginami')",4,1,2,4
"Exactly 2 of the following cities are in Uzbekistan and 3 in the Dominican Republic: Samarkand, Santiago de los Caballeros, Peshawar, Namangan, Santo Domingo Este, Santo Domingo Oeste.",1,"('Uzbekistan', 'the Dominican Republic')","('Namangan', 'Peshawar', 'Samarkand', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Santo Domingo Oeste')",2,3,2,3
"Exactly 5 of the following cities are in Turkmenistan and 1 in Madagascar: Ashgabat, Kimhae, Antananarivo, Jakarta, Malatya, Dongying.",0,"('Turkmenistan', 'Madagascar')","('Antananarivo', 'Ashgabat', 'Dongying', 'Jakarta', 'Kimhae', 'Malatya')",5,1,1,1
"Exactly 2 of the following cities are in Kazakhstan and 2 in China: Shymkent, Madurai, Deyang, Almaty, Aktobe, Astana.",0,"('Kazakhstan', 'China')","('Aktobe', 'Almaty', 'Astana', 'Deyang', 'Madurai', 'Shymkent')",2,2,4,1
"Exactly 3 of the following cities are in Zambia and 3 in Cuba: Kumasi, Santiago de Cuba, Mexico City, Ziyang, Ndola, Kunshan.",0,"('Zambia', 'Cuba')","('Kumasi', 'Kunshan', 'Mexico City', 'Ndola', 'Santiago de Cuba', 'Ziyang')",3,3,1,1
"Exactly 1 of the following cities are in the United States and 3 in North Korea: New South Memphis, Pyongyang, Tucson, New York City, Chicago, The Bronx.",0,"('the United States', 'North Korea')","('Chicago', 'New South Memphis', 'New York City', 'Pyongyang', 'The Bronx', 'Tucson')",1,3,5,1
"Exactly 1 of the following cities are in Nepal and 2 in South Korea: San Luis Potosi, Yaroslavl, Busan, Pokhara, Ulsan, Xining.",1,"('Nepal', 'South Korea')","('Busan', 'Pokhara', 'San Luis Potosi', 'Ulsan', 'Xining', 'Yaroslavl')",1,2,1,2
"Exactly 3 of the following cities are in Russia and 1 in Kuwait: Bishkek, Ufa, Al Ahmadi, Soacha, Novokuznetsk, Saratov.",1,"('Russia', 'Kuwait')","('Al Ahmadi', 'Bishkek', 'Novokuznetsk', 'Saratov', 'Soacha', 'Ufa')",3,1,3,1
"Exactly 3 of the following cities are in Poland and 1 in North Korea: Wroclaw, Hamhung, Lodz, Krakow, Pelentong, Putuo.",1,"('Poland', 'North Korea')","('Hamhung', 'Krakow', 'Lodz', 'Pelentong', 'Putuo', 'Wroclaw')",3,1,3,1
"Exactly 1 of the following cities are in Nigeria and 3 in Zambia: Semarang, Kitwe, Lusaka, Binh Thanh, Ndola, Owerri.",1,"('Nigeria', 'Zambia')","('Binh Thanh', 'Kitwe', 'Lusaka', 'Ndola', 'Owerri', 'Semarang')",1,3,1,3
"Exactly 1 of the following cities are in Indonesia and 5 in Zimbabwe: Bulawayo, South Tangerang, Situbondo, Banjarmasin, Bekasi, Tasikmalaya.",0,"('Indonesia', 'Zimbabwe')","('Banjarmasin', 'Bekasi', 'Bulawayo', 'Situbondo', 'South Tangerang', 'Tasikmalaya')",1,5,5,1
"Exactly 2 of the following cities are in Myanmar and 1 in Brazil: Rostov-on-Don, Sorocaba, Pest, Mianzhu, Deyang, Sichuan, Hlaingthaya, Yangon.",1,"('Myanmar', 'Brazil')","('Hlaingthaya', 'Mianzhu, Deyang, Sichuan', 'Pest', 'Rostov-on-Don', 'Sorocaba', 'Yangon')",2,1,2,1
"Exactly 3 of the following cities are in the Dominican Republic and 1 in Nigeria: Owerri, Pasig City, Vladivostok, Santo Domingo Oeste, Lubango, Akure.",0,"('the Dominican Republic', 'Nigeria')","('Akure', 'Lubango', 'Owerri', 'Pasig City', 'Santo Domingo Oeste', 'Vladivostok')",3,1,1,2
"Exactly 3 of the following cities are in Germany and 3 in Bangladesh: Pallabi, Comilla, Munich, Nuremberg, Chattogram, Dortmund.",1,"('Germany', 'Bangladesh')","('Chattogram', 'Comilla', 'Dortmund', 'Munich', 'Nuremberg', 'Pallabi')",3,3,3,3
"Exactly 5 of the following cities are in Uzbekistan and 1 in Egypt: Kalaburagi, Tashkent, Port Said, Nizhniy Novgorod, Shubra al Khaymah, Hamhung.",0,"('Uzbekistan', 'Egypt')","('Hamhung', 'Kalaburagi', 'Nizhniy Novgorod', 'Port Said', 'Shubra al Khaymah', 'Tashkent')",5,1,1,2
"Exactly 1 of the following cities are in Rwanda and 2 in Peru: Callao, Kigali, Piura, Yongzhou, Bannu, Arequipa.",0,"('Rwanda', 'Peru')","('Arequipa', 'Bannu', 'Callao', 'Kigali', 'Piura', 'Yongzhou')",1,2,1,3
"Exactly 2 of the following cities are in Kazakhstan and 1 in Russia: Lodz, Krasnodar, Bulawayo, Almaty, General Santos, Aktobe.",1,"('Kazakhstan', 'Russia')","('Aktobe', 'Almaty', 'Bulawayo', 'General Santos', 'Krasnodar', 'Lodz')",2,1,2,1
"Exactly 1 of the following cities are in Germany and 5 in Bangladesh: Nuremberg, Leipzig, Khulna, Qinhuangdao, Chattogram, Hannover.",0,"('Germany', 'Bangladesh')","('Chattogram', 'Hannover', 'Khulna', 'Leipzig', 'Nuremberg', 'Qinhuangdao')",1,5,3,2
"Exactly 1 of the following cities are in Burkina Faso and 4 in Tanzania: Mbeya, Dar es Salaam, Arusha, Dodoma, Islamabad, Ouagadougou.",1,"('Burkina Faso', 'Tanzania')","('Arusha', 'Dar es Salaam', 'Dodoma', 'Islamabad', 'Mbeya', 'Ouagadougou')",1,4,1,4
"Exactly 1 of the following cities are in Somalia and 3 in Brazil: Izhevsk, Florianopolis, Mogadishu, Brasilia, Porto Velho, Shangqiu.",1,"('Somalia', 'Brazil')","('Brasilia', 'Florianopolis', 'Izhevsk', 'Mogadishu', 'Porto Velho', 'Shangqiu')",1,3,1,3
"Exactly 1 of the following cities are in Kyrgyzstan and 5 in India: Amritsar, Hubballi, Bilimora, Kanpur, Bishkek, Bhopal.",1,"('Kyrgyzstan', 'India')","('Amritsar', 'Bhopal', 'Bilimora', 'Bishkek', 'Hubballi', 'Kanpur')",1,5,1,5
"Exactly 3 of the following cities are in Indonesia and 3 in Sudan: Jakarta, Tangerang, Omdurman, Khartoum North, Nyala, Batam.",1,"('Indonesia', 'Sudan')","('Batam', 'Jakarta', 'Khartoum North', 'Nyala', 'Omdurman', 'Tangerang')",3,3,3,3
